,seed,mean_a,std_a,mean_v,std_v,mean_t,std_t,mean_z,std_z,rt
0,140,0.1273428410078982,0.016125771280461238,0.037549173567302405,1.216550568593837,0.3278499915717769,0.003141824709360001,0.5066039756838427,0.0518992614903265,90
0,141,0.15945085556037322,0.010836573442878016,-0.07943058366545376,0.9591828272297459,0.34193872248193763,0.0010245795924207983,0.5357932509505519,0.04672742009678397,114
0,142,0.15321644594879097,0.012581988303813267,-0.6223284303283053,1.0310757213411346,0.32822122086114036,0.0019434019813785624,0.5790041320245397,0.05045582519007345,96
0,143,0.16501660256026535,0.010710503035019739,2.5426892411843736,1.0205696118685195,0.32543524545132013,0.0009119370238978519,0.3832428401577656,0.04926524916172043,97
0,144,0.1305405286563937,0.008920090031655075,-0.03401812869610809,1.2046310188912503,0.32629724876423255,0.0005944714834027187,0.4050905791972404,0.05147882321413938,90
0,145,0.16104861260285072,0.011125948471074365,0.5093763189297766,0.9713900673084803,0.3240543232716622,0.0010187355928248563,0.4461657418341057,0.04769452669713023,96
0,146,0.14696086263855557,0.012335366235568227,0.6220288400560319,1.1955086528094179,0.3227502116056288,0.002105455902388398,0.5145446693314856,0.06968234654728434,90
0,147,0.15059618122860421,0.01060773073220605,-0.1750416792223622,1.0810285721793929,0.3212393246138198,0.0012829422064313707,0.5259183508403955,0.052825490777105036,89
0,148,0.17982659440517965,0.01300321087565571,-0.05308772503633497,0.9099672231864899,0.33660544672367804,0.0019463984440541272,0.5331647133676437,0.05297356066633391,113
0,149,0.15995322488247365,0.01720462936836461,2.3963708962855135,1.0989835763542808,0.32115342742745917,0.003655704391397297,0.5020542133630909,0.05468631118179801,91
0,150,0.1317724633428651,0.008796690542484687,-0.9511135871007658,1.1284158008559475,0.32570298765654293,0.0006619047735730957,0.5086327831299753,0.04583812685108737,90
0,151,0.1269318991600217,0.00934070745879015,0.8038439325919697,1.2314632103894168,0.32666507639944914,0.000969067232390121,0.48419432793216904,0.052915057521674524,90
0,152,0.15890397692311656,0.010634088761902626,0.24421010964360415,1.0481674110981312,0.3460567873029178,0.0007976109482449615,0.37119019815372484,0.04859571618795163,116
0,153,0.1577865737975907,0.010830676284473874,-0.8622969902194361,1.0170249435556666,0.3304413745486616,0.0009420847846139002,0.46931806244614416,0.050244226504928186,98
0,154,0.1623059647297444,0.011390871356377378,-1.2931260530125535,0.9781718440823249,0.34197760705804947,0.0013906957820924103,0.5655694758272831,0.04881873692027834,115
0,155,0.11771044016210815,0.00849003649826468,-0.03962593667554606,1.1977114672534979,0.3270468471648851,0.0006334179298976735,0.5500297780972101,0.046899977504823234,89
0,156,0.13407256107460885,0.009100053760637038,0.20468736616941283,1.100072739122486,0.32335234231063387,0.0006968503057549865,0.4527764822826868,0.04647573016277167,88
0,157,0.14272242046952005,0.009598142912029237,1.5154953534581108,1.160685673476704,0.3330111137425297,0.0007472220602184471,0.517251559136084,0.051691902808896247,100
0,158,0.14314517156599915,0.01142670193226548,1.5505359498314792,1.1150189758448679,0.325320215537491,0.0017752070810011789,0.4538722668624666,0.05169268709991542,93
0,159,0.12083351697750104,0.0105648107321811,-0.13725824475014797,1.2040883800595457,0.3262938830199258,0.0014762391096493344,0.5133609233835288,0.047996850241239564,88
0,160,0.16084341182958672,0.020430882954731014,0.9510846215820591,1.0549701104543652,0.32739653939342667,0.004830987914510723,0.3997229903081615,0.05082962291755705,99
0,161,0.12189224120308081,0.008287727581089118,0.7635600107856394,1.1973927583443806,0.3255172118783398,0.0005204232748807857,0.4529565895120605,0.047293709965585906,87
0,162,0.14509880198403158,0.010551287843369955,0.12973670200864718,1.121114440283987,0.3201532034564501,0.0011113302186286959,0.41095074104416685,0.05112836411557886,85
0,163,0.14475760785509428,0.02193475807933884,-1.873881697704031,1.116134195384357,0.32756181099354037,0.004655863265267782,0.5454331241217176,0.05209741180267631,95
0,164,0.12296095575559036,0.009456674976785578,-3.349420707860267,1.2606700700310085,0.30623450835946653,0.0008945445180782873,0.5501599886870713,0.0473822276769952,69
0,165,0.13634256277109003,0.009517608266063009,-1.7275135820511192,1.1131229801424787,0.324620185059151,0.0007313231569806135,0.5310179290009576,0.04630357785283169,90
0,166,0.17475340542274814,0.01161138011309753,-0.1955101811748113,0.8920355266859463,0.3362288348150888,0.0011791000230076964,0.4707881181932362,0.047728027192408574,109
0,167,0.12217187042111155,0.008463243633735634,0.33007010273423804,1.204543214210402,0.3114742892644886,0.0005386680882813883,0.49358165375375995,0.049787431422752375,73
0,168,0.14105755468412548,0.009458868374022475,-0.2034882804399898,1.1699721253016868,0.3263881292121335,0.0007173638006686497,0.5643836331787162,0.051845246712742175,92
0,169,0.20432271841974606,0.013588225322436835,-0.026091879818990898,0.7839627484844017,0.33722520556674906,0.0017621555362026624,0.5200641896086589,0.047105470008057225,117
0,170,0.24235521530594584,0.016792040668240818,0.5043615063080261,0.7329360316946089,0.33371954819101907,0.0019721334318907246,0.5868479686474832,0.053003467016950405,128
0,171,0.12606515131649665,0.008754608386761753,-1.0837825168919943,1.186473654654264,0.32949607762629557,0.000617754161171221,0.46453373784043767,0.04930033417808568,91
0,172,0.13495503753780605,0.00931562653769381,-0.36345822053229776,1.162770012563125,0.3209765700380126,0.0006668809364300292,0.5580941435842559,0.05039919071883966,86
0,173,0.21634699115066247,0.01987065796447888,-0.4033100972488932,0.8467382409577163,0.3440902588582455,0.005477867759463631,0.513005912240568,0.06271750024872648,132
